date,symbol,open,high,low,close,volume
2025-09-11,META,754.65,757.1,748.37,750.9,7923284
2025-09-12,META,748.725,757.5703,743.76,755.59,8248557
2025-09-15,META,757.47,774.07,751.985,764.7,10533780
2025-09-16,META,767.0,781.36,765.1,779.0,11782482
2025-09-17,META,779.99,783.29,766.31,775.715,9400867
2025-09-18,META,780.75,788.78,773.36,780.25,10954950
2025-09-19,META,786.42,790.8,769.1901,778.38,23696824
2025-09-22,META,781.845,785.73,764.47,765.16,11706946
2025-09-23,META,769.25,770.6,751.07,755.4,10872592
2025-09-24,META,757.5,761.11,752.5251,760.66,8828227
2025-09-25,META,753.45,756.765,744.55,748.91,10591065
2025-09-26,META,750.0,751.9299,737.3532,743.75,9696338
2025-09-29,META,748.72,750.78,739.15,743.4,9246768
2025-09-30,META,742.25,742.97,726.3,734.38,16226750
2025-10-01,META,721.49,721.8499,710.2,717.34,20419633
2025-10-02,META,722.58,727.77,718.14,727.05,11415271
2025-10-03,META,729.625,731.0,710.18,710.56,16154305
2025-10-06,META,705.185,716.88,690.51,715.66,21654738
2025-10-07,META,717.72,718.4999,705.75,713.08,12062928
2025-10-08,META,713.45,719.65,707.81,717.84,10790571
2025-10-09,META,718.275,733.51,712.44,733.51,12717172
2025-10-10,META,730.92,735.27,704.51,705.3,16980091
2025-10-13,META,713.01,719.94,707.6413,715.7,9251796
2025-10-14,META,707.78,715.55,699.33,708.65,8829757
2025-10-15,META,717.06,723.9,709.51,717.55,10246766
2025-10-16,META,717.55,725.49,703.88,712.07,9017010
2025-10-17,META,707.075,718.54,706.12,716.915,12232441
2025-10-20,META,721.19,733.77,720.18,732.17,8900204
2025-10-21,META,736.015,738.5,728.75,733.27,7647269
2025-10-22,META,733.83,740.6,724.03,733.41,8734491
2025-10-23,META,734.7,742.41,733.1,734.0,9855974
2025-10-24,META,736.79,741.21,731.15,738.36,9151267
2025-10-27,META,749.73,755.75,748.01,750.82,11321080
2025-10-28,META,752.63,758.4,745.5201,751.44,12193818
2025-10-29,META,754.75,759.155,742.51,751.67,26818592
2025-10-30,META,669.15,680.9599,650.17,666.47,88440094
2025-10-31,META,674.51,674.89,645.57,648.35,56953169
2025-11-03,META,656.0,659.3299,636.18,637.71,33003599
2025-11-04,META,628.035,641.7399,626.01,627.32,27356553
2025-11-05,META,632.31,642.23,626.5375,635.95,20082909
2025-11-06,META,635.85,636.0,618.0,618.94,23628750
2025-11-07,META,616.485,622.1348,601.2,621.71,29946826
2025-11-10,META,631.09,635.0,618.105,631.76,19245000
2025-11-11,META,628.0,629.56,619.39,627.08,13302187
2025-11-12,META,628.13,628.99,607.77,609.01,24493272
2025-11-13,META,613.07,617.65,603.0,609.89,20973845
2025-11-14,META,601.79,613.68,595.2,609.46,20724146
2025-11-17,META,609.035,611.69,595.4,602.01,16501331
2025-11-18,META,591.6,603.66,583.78,597.69,25500647
2025-11-19,META,593.715,595.33,581.25,590.32,24744703
2025-11-20,META,603.5,606.72,583.35,589.15,20603024
2025-11-21,META,588.5,598.12,581.86,594.25,21052624
2025-11-24,META,598.72,616.7,597.6301,613.05,23554932
2025-11-25,META,624.0,637.045,618.3,636.22,25212978
2025-11-26,META,637.69,638.36,631.63,633.61,15209481
2025-11-28,META,636.075,648.05,635.5,647.95,11033198
2025-12-01,META,639.55,645.32,637.76,640.87,13029922
2025-12-02,META,642.34,647.87,638.07,647.1,11640869
2025-12-03,META,644.41,648.8499,637.55,639.6,11134305
2025-12-04,META,676.0,676.1,660.05,661.53,29874622
2025-12-05,META,664.0,674.69,662.3947,673.42,21207861
2025-12-08,META,669.34,676.71,665.07,666.8,12975065
2025-12-09,META,663.765,664.48,653.34,656.96,12156958
2025-12-10,META,649.95,654.51,643.3976,650.13,16910883
2025-12-11,META,643.29,655.28,640.795,652.71,13056726
2025-12-12,META,649.8,711.0,638.61,644.23,14016915
2025-07-24,TSLA,310.0,310.15,300.41,305.3,156966023
2025-07-25,TSLA,308.74,323.63,308.01,316.06,148227027
2025-07-28,TSLA,318.45,330.49,315.69,325.59,112673755
2025-07-29,TSLA,325.55,326.25,318.25,321.2,87358861
2025-07-30,TSLA,322.18,324.4499,311.6164,319.04,83931942
2025-07-31,TSLA,319.605,321.37,306.1,308.27,85270919
2025-08-01,TSLA,306.205,309.31,297.82,302.63,89121446
2025-08-04,TSLA,309.08,312.1186,303.0001,309.26,78683905
2025-08-05,TSLA,308.95,312.4499,305.5,308.72,57961278
2025-08-06,TSLA,307.89,320.47,306.9345,319.91,78523579
2025-08-07,TSLA,319.79,322.4,316.16,322.27,66658672
2025-08-08,TSLA,321.43,335.15,320.98,329.65,91200319
2025-08-11,TSLA,335.0,346.64,334.15,339.03,105320174
2025-08-12,TSLA,345.0,345.26,332.94,340.84,80690111
2025-08-13,TSLA,341.5,348.98,338.2,339.38,67838892
2025-08-14,TSLA,335.76,340.4699,330.4,335.58,75000662
2025-08-15,TSLA,337.655,339.3,327.02,330.56,74319792
2025-08-18,TSLA,329.62,336.27,329.59,335.16,56956552
2025-08-19,TSLA,335.79,340.55,327.85,329.31,75956002
2025-08-20,TSLA,329.22,331.37,314.6,323.9,77481768
2025-08-21,TSLA,322.08,324.9,318.68,320.11,55744445
2025-08-22,TSLA,321.66,340.25,319.69,340.01,94016347
2025-08-25,TSLA,338.9,349.53,335.03,346.6,86670037
2025-08-26,TSLA,344.93,351.9,343.72,351.67,76651550
2025-08-27,TSLA,351.94,355.39,349.156,349.6,65519012
2025-08-28,TSLA,350.91,353.55,340.26,345.98,67903224
2025-08-29,TSLA,347.23,348.7499,331.7,333.87,81145660
2025-09-02,TSLA,328.23,333.33,325.6,329.36,58391952
2025-09-03,TSLA,335.2,343.33,328.51,334.09,88238894
2025-09-04,TSLA,336.15,338.89,331.48,338.53,60711033
2025-09-05,TSLA,348.0,355.87,344.6801,350.84,108989785
2025-09-08,TSLA,354.64,358.44,344.84,346.4,75208290
2025-09-09,TSLA,348.44,350.77,343.82,346.97,53815991
2025-09-10,TSLA,350.55,356.33,346.07,347.79,72121679
2025-09-11,TSLA,350.17,368.99,347.6,368.81,103756010
2025-09-12,TSLA,370.94,396.6899,370.24,395.94,168156391
2025-09-15,TSLA,423.13,425.7,402.43,410.04,163823667
2025-09-16,TSLA,414.495,423.25,411.43,421.62,104285721
2025-09-17,TSLA,415.75,428.3121,409.67,425.86,106133532
2025-09-18,TSLA,428.865,432.2199,416.56,416.85,90454509
2025-09-19,TSLA,421.82,429.47,421.72,426.07,93131034
2025-09-22,TSLA,431.11,444.98,429.13,434.21,97108777
2025-09-23,TSLA,439.88,440.97,423.72,425.85,83422691
2025-09-24,TSLA,429.83,444.21,429.0301,442.79,93133570
2025-09-25,TSLA,435.24,435.35,419.08,423.39,96746426
2025-09-26,TSLA,428.3,440.47,421.02,440.4,101628160
2025-09-29,TSLA,444.35,450.98,439.5,443.21,79491510
2025-09-30,TSLA,441.52,445.0,433.12,444.72,74357960
2025-10-01,TSLA,443.8,462.29,440.75,459.46,98122285
2025-10-02,TSLA,470.54,470.75,435.57,436.0,137008950
2025-10-03,TSLA,443.285,446.77,416.575,429.83,133188180
2025-10-06,TSLA,440.75,453.55,436.69,453.25,85324878
2025-10-07,TSLA,447.82,452.68,432.4501,433.09,102296082
2025-10-08,TSLA,437.57,441.33,425.23,438.69,71192128
2025-10-09,TSLA,431.81,436.35,426.18,435.54,69339928
2025-10-10,TSLA,436.54,443.13,411.45,413.49,112107870
2025-10-13,TSLA,423.53,436.89,419.7,435.9,79552785
2025-10-14,TSLA,426.79,434.2,417.86,429.24,72669438
2025-10-15,TSLA,434.9,440.51,426.3301,435.15,71558185
2025-10-16,TSLA,434.73,439.35,421.3101,428.75,77189889
2025-10-17,TSLA,425.5,441.4558,423.6,439.31,89331578
2025-10-20,TSLA,443.865,449.8,440.61,447.43,63718971
2025-10-21,TSLA,445.755,449.3,442.05,442.6,54412169
2025-10-22,TSLA,443.45,445.539,429.0,438.97,84023458
2025-10-23,TSLA,420.0,449.3999,413.9,448.98,126709833
2025-10-24,TSLA,446.83,451.68,430.17,433.72,94727774
2025-10-27,TSLA,439.98,460.16,438.69,452.42,105867547
2025-10-28,TSLA,454.775,467.0,451.6,460.55,80185667
2025-10-29,TSLA,462.5,465.7,452.65,461.51,67983544
2025-10-30,TSLA,451.05,455.0607,439.61,440.1,72447938
2025-10-31,TSLA,446.75,458.0,443.6855,456.56,83135787
2025-11-03,TSLA,455.99,474.07,453.8,468.37,84595244
2025-11-04,TSLA,454.46,460.22,443.6,444.26,87756644
2025-11-05,TSLA,452.05,466.3299,440.71,462.07,84911911
2025-11-06,TSLA,461.96,467.45,435.09,445.91,109622907
2025-11-07,TSLA,437.92,439.36,421.88,429.52,103471495
2025-11-10,TSLA,439.6,449.6715,433.36,445.23,76515907
2025-11-11,TSLA,439.4,442.49,432.36,439.62,60533237
2025-11-12,TSLA,442.15,442.329,426.56,430.6,58513520
2025-11-13,TSLA,423.13,424.5,396.34,401.99,118948032
2025-11-14,TSLA,386.3,412.19,382.78,404.35,105506682
2025-11-17,TSLA,398.74,423.96,398.74,408.92,102214259
2025-11-18,TSLA,405.38,408.9,393.71,401.25,80688637
2025-11-19,TSLA,406.18,411.78,398.5,403.99,72047704
2025-11-20,TSLA,414.63,428.94,394.74,395.23,113548827
2025-11-21,TSLA,402.32,402.8,383.76,391.09,100460633
2025-11-24,TSLA,402.17,421.72,401.09,417.78,96806374
2025-11-25,TSLA,414.42,420.48,405.95,419.4,71915624
2025-11-26,TSLA,423.95,426.94,416.89,426.58,63462996
2025-11-28,TSLA,426.59,432.93,426.2,430.17,36252861
2025-12-01,TSLA,425.32,433.6599,425.29,430.14,57463552
2025-12-02,TSLA,430.81,436.8,422.12,429.24,69336626
2025-12-03,TSLA,432.1,447.92,431.11,446.74,87482964
2025-12-04,TSLA,449.94,454.63,445.39,454.53,71906488
2025-12-05,TSLA,453.03,458.87,451.66,455.0,56427522
2025-12-08,TSLA,447.445,449.7463,435.25,439.58,68386756
2025-12-09,TSLA,437.54,452.39,435.7,445.17,62014951
2025-12-10,TSLA,446.065,456.88,443.61,451.45,63257475
2025-12-11,TSLA,448.945,449.2699,440.33,446.89,55979492
2025-12-12,TSLA,448.09,463.01,441.67,458.96,95656749
2025-07-24,NVDA,172.44,173.83,171.3,173.74,128984628
2025-07-25,NVDA,173.61,174.72,172.96,173.5,122316792
2025-07-28,NVDA,174.02,177.0,173.97,176.75,140023521
2025-07-29,NVDA,177.96,179.38,175.02,175.51,154077512
2025-07-30,NVDA,176.51,179.89,176.04,179.27,174312208
2025-07-31,NVDA,182.9,183.3,175.93,177.87,221685446
2025-08-01,NVDA,174.09,176.54,170.89,173.72,204528985
2025-08-04,NVDA,175.16,180.2,174.52,180.0,148174609
2025-08-05,NVDA,179.62,180.26,175.9,178.26,156407621
2025-08-06,NVDA,176.325,179.9,176.25,179.42,137192265
2025-08-07,NVDA,181.57,183.88,178.795,180.77,151878365
2025-08-08,NVDA,181.55,183.3,180.4,182.7,123396679
2025-08-11,NVDA,182.05,183.84,180.25,182.06,138323191
2025-08-12,NVDA,182.96,184.48,179.46,183.16,145729202
2025-08-13,NVDA,182.615,183.97,179.35,181.59,179871724
2025-08-14,NVDA,179.75,183.02,179.46,182.02,129553959
2025-08-15,NVDA,181.88,181.9,178.0417,180.45,156602161
2025-08-18,NVDA,180.6,182.9375,180.59,182.01,132007959
2025-08-19,NVDA,182.43,182.5,175.49,175.64,185229219
2025-08-20,NVDA,175.165,176.0,168.801,175.4,215142725
2025-08-21,NVDA,174.85,176.9,173.81,174.98,140040850
2025-08-22,NVDA,172.61,178.59,171.2,177.99,172789427
2025-08-25,NVDA,178.35,181.91,176.57,179.81,163012789
2025-08-26,NVDA,180.055,182.39,178.81,181.77,168688186
2025-08-27,NVDA,181.98,182.49,179.1,181.6,235518949
2025-08-28,NVDA,180.82,184.47,176.41,180.17,281787824
2025-08-29,NVDA,178.11,178.15,173.145,174.18,243257873
2025-09-02,NVDA,170.0,172.379,167.22,170.78,231164853
2025-09-03,NVDA,171.06,172.41,168.875,170.62,161466040
2025-09-04,NVDA,170.57,171.86,169.41,171.66,141670144
2025-09-05,NVDA,168.03,169.03,164.07,167.02,224441435
2025-09-08,NVDA,167.55,170.96,167.35,168.31,163769133
2025-09-09,NVDA,169.09,170.98,166.7401,170.76,157548392
2025-09-10,NVDA,176.64,179.29,175.47,177.33,226852020
2025-09-11,NVDA,179.68,180.28,176.48,177.17,151159274
2025-09-12,NVDA,177.77,178.595,176.45,177.82,124911026
2025-09-15,NVDA,175.67,178.85,174.51,177.75,147061559
2025-09-16,NVDA,177.0,177.5,174.38,174.88,140737775
2025-09-17,NVDA,172.64,173.2,168.41,170.29,211843817
2025-09-18,NVDA,173.98,177.1,172.96,176.24,191763313
2025-09-19,NVDA,175.77,178.08,175.18,176.67,237182143
2025-09-22,NVDA,175.3,184.55,174.7053,183.61,269637001
2025-09-23,NVDA,181.97,182.42,176.21,178.43,192559552
2025-09-24,NVDA,179.77,179.78,175.4,176.97,143564116
2025-09-25,NVDA,174.48,180.26,173.125,177.69,191586733
2025-09-26,NVDA,178.17,179.77,174.93,178.19,148573732
2025-09-29,NVDA,180.425,184.0,180.32,181.85,193063455
2025-09-30,NVDA,182.08,187.35,181.48,186.58,236981032
2025-10-01,NVDA,185.24,188.14,183.9,187.24,173844901
2025-10-02,NVDA,189.6,191.05,188.06,188.89,136805821
2025-10-03,NVDA,189.19,190.36,185.38,187.62,137596896
2025-10-06,NVDA,185.5,187.23,183.33,185.54,157678104
2025-10-07,NVDA,186.23,189.06,184.0,185.04,140088008
2025-10-08,NVDA,186.57,189.6,186.54,189.11,130168861
2025-10-09,NVDA,192.225,195.3,191.06,192.57,182997234
2025-10-10,NVDA,193.505,195.62,182.05,183.16,268774359
2025-10-13,NVDA,187.965,190.1099,185.96,188.32,153482755
2025-10-14,NVDA,184.77,184.8,179.7,180.03,205641380
2025-10-15,NVDA,184.8,184.87,177.29,179.83,214450482
2025-10-16,NVDA,182.23,183.28,179.77,181.81,179723309
2025-10-17,NVDA,180.18,184.1,179.75,183.22,173135217
2025-10-20,NVDA,183.13,185.2,181.73,182.64,128544711
2025-10-21,NVDA,182.785,182.785,179.8,181.16,124240168
2025-10-22,NVDA,181.14,183.44,176.76,180.28,162249552
2025-10-23,NVDA,180.42,183.03,179.7901,182.16,111363718
2025-10-24,NVDA,183.835,187.47,183.5,186.26,131296677
2025-10-27,NVDA,189.99,192.0,188.4318,191.49,153452704
2025-10-28,NVDA,193.05,203.15,191.91,201.03,297986180
2025-10-29,NVDA,207.98,212.1899,204.775,207.04,308829564
2025-10-30,NVDA,205.15,206.16,201.41,202.89,178864443
2025-10-31,NVDA,206.45,207.97,202.07,202.49,179802178
2025-11-03,NVDA,208.08,211.335,205.56,206.88,180267285
2025-11-04,NVDA,203.0,203.9699,197.93,198.69,188919320
2025-11-05,NVDA,198.77,202.92,194.65,195.21,166849081
2025-11-06,NVDA,196.42,197.62,186.38,188.08,223029778
2025-11-07,NVDA,184.9,188.32,178.91,188.15,264942255
2025-11-10,NVDA,195.11,199.94,193.79,199.05,198897134
2025-11-11,NVDA,195.155,195.42,191.3,193.16,176483327
2025-11-12,NVDA,195.72,195.89,191.13,193.8,154935263
2025-11-13,NVDA,191.05,191.44,183.85,186.86,207423074
2025-11-14,NVDA,182.86,191.01,180.58,190.17,186591856
2025-11-17,NVDA,185.965,189.0,184.32,186.6,173628858
2025-11-18,NVDA,183.375,184.8,179.65,181.36,213598877
2025-11-19,NVDA,184.79,187.855,182.8301,186.52,247246436
2025-11-20,NVDA,195.95,196.0,179.85,180.64,343504849
2025-11-21,NVDA,181.235,184.56,172.93,178.88,346926153
2025-11-24,NVDA,179.49,183.5,176.48,182.55,256618335
2025-11-25,NVDA,174.91,178.16,169.55,177.82,320600271
2025-11-26,NVDA,181.63,182.91,178.24,180.26,183852010
2025-11-28,NVDA,179.01,179.29,176.5,177.0,121332776
2025-12-01,NVDA,174.76,180.3,173.68,179.92,188130955
2025-12-02,NVDA,181.76,185.66,180.0,181.46,182632230
2025-12-03,NVDA,181.08,182.45,179.1101,179.59,165138023
2025-12-04,NVDA,181.62,184.515,179.96,183.38,167364857
2025-12-05,NVDA,183.89,184.66,180.91,182.41,143971098
2025-12-08,NVDA,182.64,188.0,182.4,185.55,191927261
2025-12-09,NVDA,185.56,185.7167,183.32,184.97,142372621
2025-12-10,NVDA,184.965,185.48,182.035,183.78,162785370
2025-12-11,NVDA,180.275,181.32,176.62,180.93,182136641
2025-12-12,NVDA,181.11,182.82,174.62,175.02,204274918
2025-07-24,BRK.B,482.67,486.17,480.6,480.6,5044836
2025-07-25,BRK.B,481.67,484.93,479.6601,484.07,4220504
2025-07-28,BRK.B,484.35,486.8963,481.1001,481.7,3626059
2025-07-29,BRK.B,482.57,485.0001,476.28,476.56,4193187
2025-07-30,BRK.B,475.13,479.41,473.88,476.0,3802960
2025-07-31,BRK.B,472.61,477.7,471.88,471.88,6315340
2025-08-01,BRK.B,473.47,475.96,470.62,472.84,5287484
2025-08-04,BRK.B,468.05,468.87,455.185,459.11,10874265
2025-08-05,BRK.B,460.6,467.5762,460.38,464.19,6780711
2025-08-06,BRK.B,465.0,469.55,463.0,468.91,4557081
2025-08-07,BRK.B,469.2,472.7,461.37,461.47,5755747
2025-08-08,BRK.B,462.94,465.83,462.55,465.4,3330571
2025-08-11,BRK.B,466.46,468.494,463.504,464.73,3712076
2025-08-12,BRK.B,465.53,472.4726,465.06,470.39,3771514
2025-08-13,BRK.B,471.7,479.6,471.5,477.31,4629437
2025-08-14,BRK.B,478.345,479.22,474.42,479.22,4187144
2025-08-15,BRK.B,482.35,482.48,476.29,477.2,5229761
2025-08-18,BRK.B,477.97,479.0,474.66,478.52,3911272
2025-08-19,BRK.B,479.77,485.8999,479.77,485.31,4726408
2025-08-20,BRK.B,487.0,492.2178,485.829,488.68,4779763
2025-08-21,BRK.B,487.24,489.049,483.68,488.59,3082174
2025-08-22,BRK.B,491.5,493.14,486.57,489.0,4205084
2025-08-25,BRK.B,489.01,489.02,481.83,486.18,3935117
2025-08-26,BRK.B,485.02,492.79,484.5267,492.21,8217481
2025-08-27,BRK.B,491.08,497.21,490.6,495.72,4385918
2025-08-28,BRK.B,498.03,500.14,496.07,499.86,4530429
2025-08-29,BRK.B,500.85,506.72,500.85,502.98,4663613
2025-09-02,BRK.B,504.24,505.9,497.62,501.14,4977844
2025-09-03,BRK.B,499.55,502.11,496.59,501.49,3193209
2025-09-04,BRK.B,502.9,507.38,501.26,506.91,2976722
2025-09-05,BRK.B,506.0,507.661,497.75,499.77,4222890
2025-09-08,BRK.B,499.0,499.65,493.46,493.78,5146322
2025-09-09,BRK.B,492.45,496.85,491.7201,492.72,3748686
2025-09-10,BRK.B,490.0,491.7,486.2701,490.08,5561592
2025-09-11,BRK.B,489.33,497.24,489.03,496.91,3669007
2025-09-12,BRK.B,495.745,497.6256,493.34,493.74,2951721
2025-09-15,BRK.B,493.6,495.27,489.5,491.54,3629775
2025-09-16,BRK.B,491.27,491.92,487.2,490.99,4069971
2025-09-17,BRK.B,490.935,495.99,490.3001,492.33,5060688
2025-09-18,BRK.B,489.64,494.88,488.0,490.5,4058878
2025-09-19,BRK.B,491.87,494.5,488.88,492.85,7356280
2025-09-22,BRK.B,490.57,494.71,489.23,493.71,3582875
2025-09-23,BRK.B,493.765,499.28,493.5223,494.1,3933240
2025-09-24,BRK.B,493.3,497.16,493.11,497.09,2811544
2025-09-25,BRK.B,496.15,499.0,494.73,494.96,4056103
2025-09-26,BRK.B,496.94,502.1,496.65,500.03,3707648
2025-09-29,BRK.B,500.0,500.25,495.02,499.25,5161913
2025-09-30,BRK.B,497.64,503.78,497.0,502.74,3873477
2025-10-01,BRK.B,502.5,502.8661,495.9,498.2,4481081
2025-10-02,BRK.B,496.96,499.61,493.22,495.92,3461425
2025-10-03,BRK.B,495.9,502.5499,495.0501,498.75,4678832
2025-10-06,BRK.B,499.5,504.97,498.0201,500.02,3519473
2025-10-07,BRK.B,500.16,504.46,498.61,502.3,3057382
2025-10-08,BRK.B,502.71,503.5,498.56,499.84,2944558
2025-10-09,BRK.B,499.98,501.221,494.51,496.74,3172176
2025-10-10,BRK.B,497.25,497.99,489.06,489.13,4763823
2025-10-13,BRK.B,488.15,493.8,487.82,491.93,3183457
2025-10-14,BRK.B,490.0,497.06,489.9501,495.97,3056001
2025-10-15,BRK.B,493.9,496.7292,490.35,496.39,3566239
2025-10-16,BRK.B,495.595,495.9999,485.8,488.81,4254327
2025-10-17,BRK.B,490.0,493.45,489.25,492.42,3794296
2025-10-20,BRK.B,492.36,494.415,490.3201,494.08,4605314
2025-10-21,BRK.B,493.7,495.7,491.25,491.29,2714528
2025-10-22,BRK.B,491.73,492.98,488.1901,491.81,3376019
2025-10-23,BRK.B,492.19,492.45,488.1132,490.16,3063026
2025-10-24,BRK.B,490.91,492.98,489.4,492.1,3166824
2025-10-27,BRK.B,491.92,492.3,484.55,488.07,6451495
2025-10-28,BRK.B,484.96,485.67,481.11,481.44,5029140
2025-10-29,BRK.B,477.32,478.8,473.72,475.76,6204476
2025-10-30,BRK.B,474.84,480.9088,474.84,478.52,4786554
2025-10-31,BRK.B,476.8,478.71,475.31,477.54,7146403
2025-11-03,BRK.B,479.51,479.99,473.15,475.68,5868125
2025-11-04,BRK.B,475.5,488.79,475.5,487.66,7803248
2025-11-05,BRK.B,487.335,493.89,487.335,488.77,6431053
2025-11-06,BRK.B,490.0,494.03,486.75,493.15,4964723
2025-11-07,BRK.B,494.93,500.16,493.35,499.06,6377764
2025-11-10,BRK.B,497.08,501.28,495.13,496.98,5084042
2025-11-11,BRK.B,498.59,499.69,494.2,497.07,2960205
2025-11-12,BRK.B,497.16,504.45,496.9879,502.4,5456044
2025-11-13,BRK.B,504.82,514.2599,504.82,513.11,7340683
2025-11-14,BRK.B,514.7,516.55,506.35,508.94,5462458
2025-11-17,BRK.B,510.73,511.26,502.84,503.26,5371012
2025-11-18,BRK.B,503.39,506.64,500.6,504.37,5457398
2025-11-19,BRK.B,503.685,504.25,495.55,501.26,4694986
2025-11-20,BRK.B,501.11,506.45,500.81,501.12,5486932
2025-11-21,BRK.B,503.275,507.842,502.49,504.04,6058963
2025-11-24,BRK.B,501.895,509.2,497.1652,507.81,13404465
2025-11-25,BRK.B,508.93,512.355,506.86,508.57,4064007
2025-11-26,BRK.B,509.25,512.7,507.65,511.23,3686740
2025-11-28,BRK.B,511.89,516.85,511.56,513.81,2312245
2025-12-01,BRK.B,513.645,514.49,508.18,508.55,3995153
2025-12-02,BRK.B,507.59,508.11,503.105,506.65,3378009
2025-12-03,BRK.B,507.52,509.5999,503.6,503.6,3803234
2025-12-04,BRK.B,504.38,506.4958,500.7,503.23,3574809
2025-12-05,BRK.B,503.86,505.76,500.54,504.34,3463668
2025-12-08,BRK.B,502.1,502.97,490.62,497.23,6953391
2025-12-09,BRK.B,497.625,499.215,490.83,491.43,4475696
2025-12-10,BRK.B,490.86,495.88,488.92,490.43,4558796
2025-12-11,BRK.B,491.83,498.145,491.83,495.85,4493445
2025-12-12,BRK.B,496.71,500.0,494.5,499.52,4113658
2025-07-24,JPM,297.42,299.5899,296.2,296.55,7001242
2025-07-25,JPM,296.7,298.9,295.955,298.62,5918875
2025-07-28,JPM,297.66,299.43,296.82,298.28,5840417
2025-07-29,JPM,300.0,301.2931,296.2,297.04,7635719
2025-07-30,JPM,297.42,300.61,297.38,299.63,8061742
2025-07-31,JPM,299.14,300.975,295.5,296.24,14749652
2025-08-01,JPM,290.4,291.795,284.2376,289.37,12007111
2025-08-04,JPM,290.26,294.32,290.26,294.26,6649542
2025-08-05,JPM,294.69,295.785,287.24,291.37,7182333
2025-08-06,JPM,292.3,293.29,290.16,291.35,6330155
2025-08-07,JPM,292.94,293.46,286.41,286.94,8057109
2025-08-08,JPM,288.98,291.23,284.706,288.76,6634506
2025-08-11,JPM,289.4,291.32,288.78,289.56,5510113
2025-08-12,JPM,291.5,294.75,290.34,292.85,8572034
2025-08-13,JPM,293.95,294.55,287.16,290.53,8420407
2025-08-14,JPM,290.58,294.2,289.6391,294.16,6322381
2025-08-15,JPM,294.84,295.5,289.82,290.49,7340518
2025-08-18,JPM,290.0,291.9,288.41,291.53,5386856
2025-08-19,JPM,290.83,292.48,289.53,290.66,6031520
2025-08-20,JPM,290.81,293.33,287.27,292.24,7374244
2025-08-21,JPM,291.94,292.7661,289.4725,291.47,6624161
2025-08-22,JPM,293.2,297.16,290.13,296.24,8552847
2025-08-25,JPM,296.24,297.3475,294.14,294.9,5856258
2025-08-26,JPM,294.16,298.74,293.5001,298.57,6714749
2025-08-27,JPM,297.25,301.07,297.04,299.28,6056513
2025-08-28,JPM,300.025,301.2399,298.7,301.07,6410535
2025-08-29,JPM,302.04,302.95,299.73,301.42,6796380
2025-09-02,JPM,300.26,300.455,294.5,299.7,7221855
2025-09-03,JPM,300.57,300.57,296.38,299.51,6173800
2025-09-04,JPM,300.0,304.43,298.28,303.82,6605797
2025-09-05,JPM,303.65,305.15,294.31,294.38,9837709
2025-09-08,JPM,294.89,296.46,291.44,292.91,8188506
2025-09-09,JPM,292.6,299.0,292.31,297.85,7848196
2025-09-10,JPM,296.7,301.54,295.4,300.54,7787303
2025-09-11,JPM,301.24,305.73,300.7925,305.56,7942489
2025-09-12,JPM,305.0,307.55,303.695,306.91,6846674
2025-09-15,JPM,307.17,309.95,307.17,308.9,7122015
2025-09-16,JPM,310.0,310.9,307.1347,309.19,10525594
2025-09-17,JPM,310.39,312.91,308.7722,311.75,8657765
2025-09-18,JPM,311.79,313.44,309.61,313.23,8050671
2025-09-19,JPM,313.6,315.8,309.12,314.78,23568551
2025-09-22,JPM,309.8,313.7,309.555,312.44,7520190
2025-09-23,JPM,311.815,316.3141,310.58,312.74,8584420
2025-09-24,JPM,314.05,316.5773,311.665,313.42,7310513
2025-09-25,JPM,314.12,315.65,311.8,313.45,7083198
2025-09-26,JPM,314.9,317.81,313.704,316.06,7258136
2025-09-29,JPM,317.06,318.01,313.66,315.69,6462442
2025-09-30,JPM,316.25,317.41,310.11,315.43,11823315
2025-10-01,JPM,313.97,314.59,307.41,310.71,9235211
2025-10-02,JPM,310.0,310.56,306.14,307.55,7599973
2025-10-03,JPM,308.51,311.66,308.21,310.03,6029854
2025-10-06,JPM,310.18,311.7474,305.1301,309.18,7214502
2025-10-07,JPM,309.35,310.01,304.7,307.69,8454217
2025-10-08,JPM,308.21,308.7832,303.55,304.03,6489883
2025-10-09,JPM,305.05,308.035,303.3947,305.53,7060332
2025-10-10,JPM,305.66,310.47,300.81,300.89,8597384
2025-10-13,JPM,305.6,309.46,305.45,307.97,10788680
2025-10-14,JPM,305.84,307.0,294.21,302.08,16178755
2025-10-15,JPM,306.39,312.1199,305.44,305.69,11354778
2025-10-16,JPM,305.35,308.6799,297.07,298.54,10549447
2025-10-17,JPM,299.16,299.55,294.2,297.56,10153454
2025-10-20,JPM,298.5,303.69,298.1601,302.36,6894943
2025-10-21,JPM,301.66,304.05,297.0,297.09,7372671
2025-10-22,JPM,297.77,298.0599,290.5448,294.11,8054115
2025-10-23,JPM,294.38,296.3699,292.51,294.54,5438810
2025-10-24,JPM,296.08,302.6,295.45,300.44,7228330
2025-10-27,JPM,302.16,304.53,301.01,304.15,5642222
2025-10-28,JPM,304.86,307.9674,303.16,305.36,6335993
2025-10-29,JPM,303.51,308.245,303.01,305.51,7520324
2025-10-30,JPM,305.79,312.61,305.1,309.44,7514556
2025-10-31,JPM,308.54,312.87,307.25,311.12,7721297
2025-11-03,JPM,311.0,312.32,306.21,309.35,7770040
